,AD_Ratio,Date,Stock1,Stock2,Stock3,Stock4,Stock5
52,0.344537815,2017-06-14 09:15:00+05:30,GMRINFRA,APLLTD,CONCOR,COROMANDEL,PAGEIND
53,0.481481481,2017-06-19 09:15:00+05:30,ESCORTS,PEL,CHOLAFIN,SUNPHARMA,VOLTAS
54,0.797752809,2017-06-22 09:15:00+05:30,GODREJCP,CHOLAFIN,CUB,HCLTECH,MARICO
55,0.185185185,2017-06-23 09:15:00+05:30,GODREJPROP,ABFRL,CANFINHOME,IBULHSGFIN,ESCORTS
56,0.15942029,2017-06-27 09:15:00+05:30,ZEEL,SUNTV,GMRINFRA,IOC,HINDPETRO
57,0.720430108,2017-07-07 09:15:00+05:30,DEEPAKNTR,PIDILITIND,PAGEIND,IDFCFIRSTB,SRTRANSFIN
58,0.523809524,2017-07-11 09:15:00+05:30,IDFCFIRSTB,HINDPETRO,MANAPPURAM,JUBLFOOD,PAGEIND
59,0.467889908,2017-07-12 09:15:00+05:30,CANBK,PNB,APLLTD,BANKBARODA,JINDALSTEL
60,0.70212766,2017-07-17 09:15:00+05:30,HINDPETRO,HAVELLS,APLLTD,GODREJCP,IOC
61,0.538461538,2017-07-20 09:15:00+05:30,COFORGE,CANBK,TORNTPHARM,ICICIPRULI,DABUR
62,0.731182796,2017-07-25 09:15:00+05:30,GMRINFRA,OFSS,LICHSGFIN,TORNTPHARM,PFC
63,0.659793814,2017-07-27 09:15:00+05:30,NAVINFLUOR,PVR,MUTHOOTFIN,SUNPHARMA,UBL
64,0.518867925,2017-07-31 09:15:00+05:30,BERGEPAINT,IBULHSGFIN,LICHSGFIN,SIEMENS,SYNGENE
65,0.533333333,2017-08-02 09:15:00+05:30,COLPAL,GODREJCP,PEL,TRENT,GMRINFRA
66,0.4375,2017-08-03 09:15:00+05:30,NAVINFLUOR,JINDALSTEL,NATIONALUM,COFORGE,PAGEIND
67,0.080536913,2017-08-08 09:15:00+05:30,GMRINFRA,DEEPAKNTR,MUTHOOTFIN,TORNTPOWER,PNB
68,0.376068376,2017-08-10 09:15:00+05:30,DEEPAKNTR,MUTHOOTFIN,BPCL,EICHERMOT,SIEMENS
69,0.533333333,2017-08-16 09:15:00+05:30,BIOCON,IGL,JUBLFOOD,BANKBARODA,JINDALSTEL
70,0.125874126,2017-08-22 09:15:00+05:30,INDHOTEL,DLF,APOLLOTYRE,RECLTD,GMRINFRA
71,0.330578512,2017-08-29 09:15:00+05:30,HCLTECH,UPL,GRASIM,DEEPAKNTR,OFSS
72,0.563106796,2017-09-04 09:15:00+05:30,AARTIIND,PIIND,ASTRAL,ADANIENT,M&MFIN
73,0.412280702,2017-09-07 09:15:00+05:30,MUTHOOTFIN,TATAMOTORS,PFC,TITAN,SYNGENE
74,0.712765957,2017-09-11 09:15:00+05:30,GODREJPROP,LTTS,VOLTAS,SUNPHARMA,IDEA
75,0.36440678,2017-09-15 09:15:00+05:30,POWERGRID,MFSL,CADILAHC,NAUKRI,BPCL
76,0.760869565,2017-09-18 09:15:00+05:30,DIVISLAB,IPCALAB,SUNPHARMA,PIIND,NAUKRI
77,0.472727273,2017-09-19 09:15:00+05:30,DIVISLAB,NAUKRI,GUJGASLTD,INDIGO,APLLTD
78,0.396551724,2017-09-20 09:15:00+05:30,DIXON,TRENT,PFC,SUNPHARMA,PETRONET
79,0.157142857,2017-09-21 09:15:00+05:30,DEEPAKNTR,MANAPPURAM,NATIONALUM,DLF,MUTHOOTFIN
80,0.157142857,2017-09-22 09:15:00+05:30,IPCALAB,RAMCOCEM,BAJFINANCE,TORNTPHARM,SHREECEM
81,0.680412371,2017-09-26 09:15:00+05:30,BATAINDIA,BPCL,PFC,HINDUNILVR,HINDPETRO
82,0.263565891,2017-09-27 09:15:00+05:30,SIEMENS,IBULHSGFIN,BEL,TORNTPHARM,PIIND
83,1.0375,2017-09-29 09:15:00+05:30,INDIGO,ALKEM,HCLTECH,TITAN,INDUSTOWER
84,0.389830508,2017-10-03 09:15:00+05:30,IDEA,BEL,STAR,ASTRAL,MARUTI
85,1.246575342,2017-10-05 09:15:00+05:30,ICICIPRULI,GODREJPROP,ICICIGI,SBILIFE,SBIN
86,0.690721649,2017-10-12 09:15:00+05:30,AARTIIND,AUBANK,IPCALAB,NAVINFLUOR,PETRONET
87,0.782608696,2017-10-13 09:15:00+05:30,GUJGASLTD,MOTHERSUMI,SHREECEM,NATIONALUM,MUTHOOTFIN
88,0.561904762,2017-10-18 09:15:00+05:30,IDEA,ABFRL,INDUSTOWER,JSWSTEEL,MINDTREE
89,0.330645161,2017-10-25 09:15:00+05:30,IDEA,SRTRANSFIN,HAVELLS,L&TFH,FEDERALBNK
90,0.736842105,2017-10-27 09:15:00+05:30,INDUSTOWER,BANKBARODA,CANBK,IDEA,JUBLFOOD
91,0.571428571,2017-10-31 09:15:00+05:30,BEL,CANFINHOME,ADANIENT,ESCORTS,GRANULES
92,0.542056075,2017-11-03 09:15:00+05:30,BERGEPAINT,CADILAHC,AUROPHARMA,TORNTPHARM,LUPIN
93,0.211678832,2017-11-07 09:15:00+05:30,PNB,ADANIENT,GMRINFRA,ABFRL,CONCOR
94,0.747368421,2017-11-09 09:15:00+05:30,IDEA,GAIL,TORNTPOWER,MGL,BERGEPAINT
95,0.456140351,2017-11-13 09:15:00+05:30,IDEA,AUROPHARMA,TRENT,GRANULES,GODREJCP
96,0.747368421,2017-11-14 09:15:00+05:30,NAM-INDIA,APOLLOHOSP,APOLLOTYRE,TATAMOTORS,ADANIPORTS
97,0.757894737,2017-11-16 09:15:00+05:30,BALKRISIND,AMARAJABAT,NAM-INDIA,ADANIPORTS,BATAINDIA
98,0.59047619,2017-11-20 09:15:00+05:30,GUJGASLTD,RAMCOCEM,NAVINFLUOR,ASHOKLEY,SIEMENS
99,0.218978102,2017-11-22 09:15:00+05:30,DEEPAKNTR,TRENT,DIXON,IGL,TECHM
100,0.605769231,2017-11-29 09:15:00+05:30,UBL,TATACONSUM,APOLLOHOSP,AXISBANK,SAIL
101,0.686868687,2017-11-30 09:15:00+05:30,MUTHOOTFIN,GODREJCP,ABFRL,MOTHERSUMI,IOC
102,0.504504505,2017-12-04 09:15:00+05:30,INDHOTEL,CUB,AUBANK,TORNTPOWER,PIDILITIND
103,0.439655172,2017-12-05 09:15:00+05:30,CHOLAFIN,M&MFIN,TITAN,JINDALSTEL,PIDILITIND
104,0.757894737,2017-12-11 09:15:00+05:30,GAIL,HDFCLIFE,INDUSTOWER,BALKRISIND,LTTS
105,0.59047619,2017-12-12 09:15:00+05:30,SRTRANSFIN,ADANIENT,ALKEM,ACC,SUNPHARMA
106,0.721649485,2017-12-13 09:15:00+05:30,PEL,SAIL,MUTHOOTFIN,LUPIN,GODREJCP
107,0.452173913,2017-12-14 09:15:00+05:30,M&MFIN,GODREJPROP,AUBANK,DEEPAKNTR,SRTRANSFIN
108,0.227941176,2017-12-28 09:15:00+05:30,SUNPHARMA,IPCALAB,INDIGO,DEEPAKNTR,ADANIENT
109,0.091503268,2018-01-02 09:15:00+05:30,GMRINFRA,NAM-INDIA,NAVINFLUOR,GRANULES,UBL
110,0.59047619,2018-01-09 09:15:00+05:30,INDHOTEL,GMRINFRA,IDEA,AUBANK,COFORGE
111,0.621359223,2018-01-12 09:15:00+05:30,IDFCFIRSTB,DIVISLAB,COROMANDEL,INDHOTEL,APLLTD
112,0.704081633,2018-01-16 09:15:00+05:30,FEDERALBNK,COROMANDEL,MPHASIS,HINDPETRO,CUB
113,0.477876106,2018-01-18 09:15:00+05:30,ICICIGI,PFIZER,HINDALCO,NATIONALUM,JINDALSTEL
114,0.357723577,2018-01-24 09:15:00+05:30,SYNGENE,IDEA,PVR,IBULHSGFIN,INDHOTEL
115,0.560747664,2018-01-29 09:15:00+05:30,DEEPAKNTR,CANBK,JINDALSTEL,ICICIPRULI,PNB
116,0.439655172,2018-01-30 09:15:00+05:30,ICICIGI,CHOLAFIN,RAMCOCEM,SRTRANSFIN,NAVINFLUOR
117,0.184397163,2018-02-02 09:15:00+05:30,GMRINFRA,L&TFH,CUMMINSIND,SRTRANSFIN,TATACONSUM
118,0.621359223,2018-02-06 09:15:00+05:30,LTTS,UBL,GAIL,BHARATFORG,CADILAHC
119,0.739583333,2018-02-07 09:15:00+05:30,PAGEIND,PNB,MFSL,NAUKRI,SUNPHARMA
120,0.637254902,2018-02-12 09:15:00+05:30,ALKEM,HINDALCO,SRTRANSFIN,NATIONALUM,IOC
121,0.637254902,2018-02-13 09:15:00+05:30,PFC,IPCALAB,BRITANNIA,GODREJPROP,GRASIM
122,0.637254902,2018-02-14 09:15:00+05:30,PFC,IPCALAB,BRITANNIA,GODREJPROP,GRASIM
123,0.218978102,2018-02-16 09:15:00+05:30,SUNTV,APOLLOHOSP,MOTHERSUMI,CANFINHOME,ABFRL
124,0.560747664,2018-02-19 09:15:00+05:30,LTTS,GMRINFRA,ABFRL,CHOLAFIN,SRTRANSFIN
125,0.284615385,2018-02-21 09:15:00+05:30,HINDALCO,MOTHERSUMI,BPCL,SAIL,GMRINFRA
126,0.721649485,2018-02-22 09:15:00+05:30,PVR,SUNTV,BPCL,BEL,NMDC
127,0.31496063,2018-02-27 09:15:00+05:30,MPHASIS,PVR,PNB,M&MFIN,PFC
128,0.560747664,2018-03-01 09:15:00+05:30,ICICIGI,ICICIBANK,BERGEPAINT,CHOLAFIN,TECHM
129,0.294573643,2018-03-05 09:15:00+05:30,JINDALSTEL,MFSL,CADILAHC,PETRONET,JSWSTEEL
130,0.415254237,2018-03-06 09:15:00+05:30,INDUSTOWER,CANBK,LTTS,COROMANDEL,PNB
131,0.143835616,2018-03-08 09:15:00+05:30,RECLTD,ADANIENT,SUNTV,PFC,CANBK
132,0.67,2018-03-16 09:15:00+05:30,APOLLOHOSP,COFORGE,ICICIGI,SUNTV,DIVISLAB
133,0.084415584,2018-03-19 09:15:00+05:30,SAIL,GRANULES,PVR,COFORGE,RECLTD
134,0.67,2018-03-23 09:15:00+05:30,ADANIENT,BAJAJ-AUTO,GAIL,JINDALSTEL,SAIL
135,0.37704918,2018-03-26 09:15:00+05:30,BANDHANBNK,NAVINFLUOR,WIPRO,ADANIPORTS,GAIL
136,0.79787234,2018-04-02 09:15:00+05:30,ABFRL,IOC,ALKEM,ICICIBANK,GAIL
137,0.69,2018-04-09 09:15:00+05:30,COFORGE,APLLTD,MGL,ADANIENT,TORNTPHARM
138,0.43220339,2018-04-11 09:15:00+05:30,HINDPETRO,IOC,BPCL,GAIL,ADANIENT
139,0.79787234,2018-04-17 09:15:00+05:30,BANDHANBNK,BIOCON,GLENMARK,POWERGRID,BPCL
140,0.640776699,2018-04-18 09:15:00+05:30,CUB,PETRONET,DEEPAKNTR,HINDPETRO,TECHM
141,0.550458716,2018-04-20 09:15:00+05:30,CANBK,GAIL,L&TFH,BAJAJ-AUTO,CANFINHOME
142,0.79787234,2018-04-24 09:15:00+05:30,INDUSTOWER,CHOLAFIN,LTTS,APLLTD,ULTRACEMCO
143,0.536363636,2018-04-25 09:15:00+05:30,TRENT,PETRONET,MFSL,INDHOTEL,GMRINFRA
144,0.469565217,2018-05-01 09:15:00+05:30,LTI,IPCALAB,LTTS,IGL,INDIGO
145,0.469565217,2018-05-02 09:15:00+05:30,LTI,IPCALAB,LTTS,IGL,INDIGO
146,0.456896552,2018-05-03 09:15:00+05:30,INDIGO,SIEMENS,TATAPOWER,IGL,CADILAHC
147,0.594339623,2018-05-08 09:15:00+05:30,PFIZER,MPHASIS,MCDOWELL-N,TATACONSUM,AUBANK
148,0.742268041,2018-05-09 09:15:00+05:30,MFSL,COROMANDEL,AARTIIND,ULTRACEMCO,AMBUJACEM
149,0.550458716,2018-05-10 09:15:00+05:30,SRF,CANFINHOME,IDFCFIRSTB,JUBLFOOD,EICHERMOT
150,0.550458716,2018-05-16 09:15:00+05:30,NAM-INDIA,PNB,MPHASIS,FEDERALBNK,BANKBARODA
151,0.625,2018-05-17 09:15:00+05:30,HINDALCO,TATASTEEL,MUTHOOTFIN,NAM-INDIA,DIVISLAB
152,0.43220339,2018-05-18 09:15:00+05:30,SRF,BHARTIARTL,VOLTAS,SAIL,BERGEPAINT
153,0.79787234,2018-05-21 09:15:00+05:30,ASHOKLEY,IPCALAB,BALKRISIND,HINDALCO,CANFINHOME
154,0.396694215,2018-05-24 09:15:00+05:30,GRASIM,TATAMOTORS,COROMANDEL,IGL,BHARATFORG
155,0.3203125,2018-05-31 09:15:00+05:30,GMRINFRA,HAL,SRF,BEL,MOTHERSUMI
156,0.594339623,2018-06-04 09:15:00+05:30,INDUSINDBK,HDFCBANK,BANKBARODA,IBULHSGFIN,DEEPAKNTR
157,0.362903226,2018-06-05 09:15:00+05:30,IDEA,BANKBARODA,INDHOTEL,SIEMENS,DIVISLAB
158,0.673267327,2018-06-13 09:15:00+05:30,ICICIPRULI,APLLTD,SBILIFE,APOLLOHOSP,IGL
159,0.43220339,2018-06-14 09:15:00+05:30,SUNTV,MINDTREE,TECHM,GRANULES,COFORGE
160,0.550458716,2018-06-18 09:15:00+05:30,JINDALSTEL,SUNTV,GUJGASLTD,TATASTEEL,MCDOWELL-N
161,0.362903226,2018-06-20 09:15:00+05:30,DIXON,INDIGO,SUNTV,MFSL,MPHASIS
162,0.362903226,2018-06-21 09:15:00+05:30,HINDPETRO,PNB,INDIGO,BHARATFORG,IOC
163,0.43220339,2018-06-22 09:15:00+05:30,STAR,SRF,APOLLOHOSP,BALKRISIND,IDFCFIRSTB
164,0.60952381,2018-06-25 09:15:00+05:30,IDEA,MOTHERSUMI,NATIONALUM,TATAMOTORS,SRF
165,0.79787234,2018-06-26 09:15:00+05:30,MINDTREE,COFORGE,LTI,TORNTPOWER,BEL
166,0.352,2018-06-27 09:15:00+05:30,ADANIENT,STAR,LTTS,GRANULES,DLF
167,0.408333333,2018-07-02 09:15:00+05:30,ADANIENT,JINDALSTEL,IDEA,NATIONALUM,M&MFIN
168,0.508928571,2018-07-04 09:15:00+05:30,SRTRANSFIN,IDEA,TORNTPOWER,UBL,POWERGRID
169,0.656862745,2018-07-09 09:15:00+05:30,BALKRISIND,ADANIENT,RECLTD,ULTRACEMCO,AUBANK
170,0.760416667,2018-07-12 09:15:00+05:30,IOC,COROMANDEL,SAIL,DIVISLAB,IEX
171,0.190140845,2018-07-13 09:15:00+05:30,JINDALSTEL,RECLTD,NATIONALUM,GMRINFRA,ABFRL
172,0.341269841,2018-07-16 09:15:00+05:30,RAMCOCEM,JINDALSTEL,FEDERALBNK,GODREJPROP,NAM-INDIA
173,0.43220339,2018-07-18 09:15:00+05:30,ASHOKLEY,PNB,CHOLAFIN,BANKBARODA,JINDALSTEL
174,0.724489796,2018-07-19 09:15:00+05:30,LTI,MINDTREE,UBL,CHOLAFIN,LTTS
175,0.522522523,2018-07-23 09:15:00+05:30,TVSMOTOR,LTI,MINDTREE,M&MFIN,HEROMOTOCO
176,0.625,2018-07-25 09:15:00+05:30,CONCOR,MPHASIS,MUTHOOTFIN,DEEPAKNTR,BHARTIARTL
177,0.536363636,2018-07-30 09:15:00+05:30,NAUKRI,MFSL,M&MFIN,NAVINFLUOR,DLF
178,0.393442623,2018-08-06 09:15:00+05:30,NAM-INDIA,GODREJPROP,DRREDDY,PAGEIND,LUPIN
179,0.7,2018-08-07 09:15:00+05:30,ADANIPORTS,MFSL,STAR,SYNGENE,NAM-INDIA
180,0.603773585,2018-08-10 09:15:00+05:30,DIXON,MANAPPURAM,GMRINFRA,MGL,IEX
181,0.452991453,2018-08-22 09:15:00+05:30,LALPATHLAB,BALKRISIND,TATAPOWER,MCX,ADANIENT
182,0.452991453,2018-08-23 09:15:00+05:30,LALPATHLAB,BALKRISIND,TATAPOWER,MCX,ADANIENT
183,0.370967742,2018-08-28 09:15:00+05:30,BANKBARODA,CANBK,LICHSGFIN,FEDERALBNK,AUBANK
184,0.7,2018-08-30 09:15:00+05:30,BALKRISIND,APOLLOHOSP,SIEMENS,ICICIGI,DIXON
185,0.317829457,2018-09-04 09:15:00+05:30,JINDALSTEL,JUBLFOOD,BANDHANBNK,SAIL,FEDERALBNK
186,0.650485437,2018-09-05 09:15:00+05:30,BEL,AUBANK,BALKRISIND,PAGEIND,SRTRANSFIN
187,0.465517241,2018-09-10 09:15:00+05:30,MARICO,TORNTPOWER,VEDL,AUBANK,ASIANPAINT
188,0.416666667,2018-09-12 09:15:00+05:30,TORNTPOWER,GRANULES,M&M,HINDPETRO,AXISBANK
189,0.717171717,2018-09-18 09:15:00+05:30,BANKBARODA,CANBK,HAL,BHEL,CANFINHOME
190,0.517857143,2018-09-20 09:15:00+05:30,ICICIPRULI,MCDOWELL-N,MCX,MOTHERSUMI,CHOLAFIN
191,0.517857143,2018-09-21 09:15:00+05:30,ICICIPRULI,MCDOWELL-N,MCX,MOTHERSUMI,CHOLAFIN
192,0.603773585,2018-09-27 09:15:00+05:30,IBULHSGFIN,CANFINHOME,GODREJPROP,PEL,STAR
193,0.404958678,2018-09-28 09:15:00+05:30,NAM-INDIA,SBILIFE,ABFRL,JINDALSTEL,JSWSTEEL
194,0.504424779,2018-10-05 09:15:00+05:30,JINDALSTEL,VEDL,HINDALCO,GODREJCP,GODREJPROP
195,0.545454545,2018-10-09 09:15:00+05:30,GODREJCP,CONCOR,MARICO,DEEPAKNTR,TITAN
196,0.650485437,2018-10-15 09:15:00+05:30,MFSL,GAIL,SRTRANSFIN,NAUKRI,MRF
197,0.287878788,2018-10-17 09:15:00+05:30,IBULHSGFIN,PEL,CANFINHOME,NAM-INDIA,CHOLAFIN
198,0.717171717,2018-10-18 09:15:00+05:30,MINDTREE,IBULHSGFIN,PEL,SIEMENS,INDIGO
199,0.717171717,2018-10-19 09:15:00+05:30,MINDTREE,IBULHSGFIN,PEL,SIEMENS,INDIGO
200,0.531531532,2018-10-22 09:15:00+05:30,RBLBANK,AUBANK,IPCALAB,CANBK,PFIZER
201,0.36,2018-10-24 09:15:00+05:30,LTI,ICICIPRULI,LALPATHLAB,DIVISLAB,TVSMOTOR
202,0.545454545,2018-10-26 09:15:00+05:30,GLENMARK,BIOCON,GRANULES,ADANIENT,BATAINDIA
203,0.240875912,2018-10-31 09:15:00+05:30,CONCOR,CANFINHOME,BHARTIARTL,NAVINFLUOR,LICHSGFIN
204,0.504424779,2018-11-06 09:15:00+05:30,BALKRISIND,NMDC,APOLLOHOSP,COROMANDEL,HDFCLIFE
205,0.223021583,2018-11-12 09:15:00+05:30,PIIND,HAL,RECLTD,ADANIPORTS,LALPATHLAB
206,0.734693878,2018-11-13 09:15:00+05:30,SUNPHARMA,NATIONALUM,MPHASIS,LTTS,BIOCON
207,0.504424779,2018-11-14 09:15:00+05:30,GLENMARK,JINDALSTEL,SUNPHARMA,BHEL,COFORGE
208,0.683168317,2018-11-15 09:15:00+05:30,MOTHERSUMI,IBULHSGFIN,SUNPHARMA,ICICIPRULI,IDEA
209,0.416666667,2018-11-21 09:15:00+05:30,LTI,SRTRANSFIN,IBULHSGFIN,MFSL,HINDPETRO
210,0.789473684,2018-11-22 09:15:00+05:30,RECLTD,GLENMARK,GMRINFRA,PFC,POWERGRID
211,0.504424779,2018-11-26 09:15:00+05:30,IDEA,ONGC,IGL,GRANULES,TORNTPOWER
212,0.770833333,2018-11-30 09:15:00+05:30,RECLTD,IDEA,BANDHANBNK,PFC,SRTRANSFIN
213,0.452991453,2018-12-05 09:15:00+05:30,BHARATFORG,ASHOKLEY,BHEL,NAUKRI,PAGEIND
214,0.47826087,2018-12-06 09:15:00+05:30,MINDTREE,GODREJPROP,DLF,TECHM,INDIGO
215,0.531531532,2018-12-07 09:15:00+05:30,IBULHSGFIN,HCLTECH,SAIL,JINDALSTEL,CANFINHOME
216,0.603773585,2018-12-10 09:15:00+05:30,MFSL,JUBLFOOD,LALPATHLAB,LUPIN,OFSS
217,0.650485437,2018-12-17 09:15:00+05:30,BIOCON,IBULHSGFIN,LTI,VOLTAS,NTPC
218,0.111111111,2018-12-21 09:15:00+05:30,CANFINHOME,MARUTI,HDFCAMC,MCX,PNB
219,0.75257732,2018-12-24 09:15:00+05:30,SRF,AUBANK,DEEPAKNTR,JUBLFOOD,JSWSTEEL
220,0.164383562,2018-12-25 09:15:00+05:30,CHOLAFIN,TATACHEM,OFSS,PNB,IBULHSGFIN
221,0.164383562,2018-12-26 09:15:00+05:30,CHOLAFIN,TATACHEM,OFSS,PNB,IBULHSGFIN
222,0.297709924,2018-12-27 09:15:00+05:30,CANFINHOME,CHOLAFIN,JINDALSTEL,TVSMOTOR,MANAPPURAM
223,0.559633028,2018-12-31 09:15:00+05:30,CANFINHOME,ASTRAL,LALPATHLAB,CANBK,ADANIENT
224,0.559633028,2019-01-01 09:15:00+05:30,SRF,IDEA,NMDC,INDUSINDBK,ZEEL
225,0.240875912,2019-01-04 09:15:00+05:30,PAGEIND,MINDTREE,MPHASIS,JUBLFOOD,JINDALSTEL
226,0.574074074,2019-01-09 09:15:00+05:30,BANDHANBNK,JINDALSTEL,TATASTEEL,SAIL,CANFINHOME
227,0.382113821,2019-01-11 09:15:00+05:30,ASTRAL,IDEA,GLENMARK,CANFINHOME,MPHASIS
228,0.370967742,2019-01-14 09:15:00+05:30,SHREECEM,EXIDEIND,GAIL,ALKEM,M&MFIN
229,0.382113821,2019-01-18 09:15:00+05:30,LTTS,LALPATHLAB,NAUKRI,GLENMARK,MPHASIS
